gene,I24C,I24N,I27C,I27N,I29C,I29N
ENSG00000280105,0,0,0,0,0,0
ENSG00000280106,46,23,71,15,69,9
ENSG00000280107,1,8,1,5,9,2
ENSG00000280108,0,0,0,0,0,0
ENSG00000280109,5,0,23,0,13,0
ENSG00000280110,0,0,0,0,0,0
ENSG00000280113,0,0,0,0,2,0
ENSG00000280114,1,0,4,0,4,0
ENSG00000280115,0,0,0,0,0,0
ENSG00000280116,0,0,0,0,0,0
ENSG00000280117,0,0,0,1,1,0
ENSG00000280118,0,0,0,0,0,0
ENSG00000280119,1,74,0,8,17,12
ENSG00000280120,48,52,63,33,53,13
ENSG00000280121,0,0,0,0,3,0
ENSG00000280122,0,1,0,1,0,0
ENSG00000280123,90,27,20,12,79,12
ENSG00000280124,0,0,0,0,0,0
ENSG00000280125,0,0,0,0,0,0
ENSG00000280126,0,0,0,0,0,0
ENSG00000280128,177,198,104,83,310,54
ENSG00000280129,7,8,4,3,12,0
ENSG00000280131,0,0,0,0,0,0
ENSG00000280132,8,5,3,2,8,2
ENSG00000280134,0,0,1,0,0,0
ENSG00000280135,4,21,7,11,20,4
ENSG00000280136,0,0,0,0,0,0
ENSG00000280137,0,0,0,0,2,0
ENSG00000280138,94,185,29,61,277,14
ENSG00000280139,0,0,0,0,0,0
ENSG00000280140,0,0,2,0,1,0
ENSG00000280142,0,0,0,0,0,0
ENSG00000280143,697,63,438,181,240,27
ENSG00000280144,0,0,0,0,0,0
ENSG00000280145,8,16,97,67,15,17
ENSG00000280147,0,0,0,0,0,0
ENSG00000280148,1,1,3,0,3,8
ENSG00000280149,7,5,7,6,9,2
ENSG00000280150,0,0,0,0,0,0
ENSG00000280152,11,4,3,0,18,0
ENSG00000280153,0,0,0,0,0,0
ENSG00000280154,0,0,0,0,0,0
ENSG00000280155,0,0,0,0,0,0
ENSG00000280157,1,5,2,1,6,1
ENSG00000280159,0,0,0,0,0,0
ENSG00000280160,2,0,0,0,0,0
ENSG00000280161,17,8,5,9,9,7
ENSG00000280162,0,1,0,1,3,0
ENSG00000280163,0,1,0,0,0,1
ENSG00000280164,2,15,76,22,11,7
ENSG00000280165,18,300,19,16,229,309
ENSG00000280166,0,0,0,0,0,0
ENSG00000280167,1,0,0,0,3,0
ENSG00000280168,0,0,0,0,0,0
ENSG00000280169,0,2,2,1,1,1
ENSG00000280171,1,0,0,0,1,0
ENSG00000280172,0,0,0,0,0,0
ENSG00000280173,24,16,12,9,49,3
ENSG00000280176,0,0,0,0,0,0
ENSG00000280177,1,0,0,0,0,0
ENSG00000280179,5,2,4,0,3,0
ENSG00000280180,1,2,0,0,1,0
ENSG00000280181,0,2,0,0,0,0
ENSG00000280182,0,2,0,0,1,0
ENSG00000280183,0,0,0,0,0,0
ENSG00000280184,4,2,1,3,2,1
ENSG00000280185,0,0,0,0,0,0
ENSG00000280186,8,36,19,13,17,23
ENSG00000280187,33,34,9,23,62,13
ENSG00000280189,0,0,0,0,0,0
ENSG00000280190,0,0,0,0,0,0
ENSG00000280191,0,0,0,0,0,0
ENSG00000280193,0,0,0,0,0,0
ENSG00000280194,2,1,2,1,3,0
ENSG00000280195,20,17,6,15,35,9
ENSG00000280196,0,0,0,0,0,0
ENSG00000280197,0,0,0,0,0,0
ENSG00000280198,2,2,0,0,2,0
ENSG00000280199,0,0,0,0,0,0
ENSG00000280200,0,0,0,0,0,0
ENSG00000280201,0,0,0,0,0,0
ENSG00000280202,82,235,130,227,737,79
ENSG00000280204,0,0,0,0,0,0
ENSG00000280205,2,0,0,0,0,0
ENSG00000280206,43,43,88,28,121,20
ENSG00000280207,0,0,0,0,0,0
ENSG00000280208,1,5,3,4,0,6
ENSG00000280211,0,0,0,0,3,0
ENSG00000280212,0,0,0,0,0,0
ENSG00000280213,2,4,2,0,1,1
ENSG00000280214,1,5,0,0,15,0
ENSG00000280215,0,0,0,0,0,0
ENSG00000280216,1,0,2,0,1,1
ENSG00000280217,0,0,0,0,0,0
ENSG00000280219,32,4,9,9,23,7
ENSG00000280220,0,0,0,0,0,0
ENSG00000280222,0,0,0,0,0,0
ENSG00000280223,0,0,0,0,0,0
ENSG00000280224,0,0,0,0,0,0
ENSG00000280225,0,0,1,0,0,0
ENSG00000280227,0,0,0,0,0,0
ENSG00000280228,1,0,0,0,1,0
ENSG00000280229,0,3,0,1,3,4
ENSG00000280231,1,3,1,1,7,0
ENSG00000280232,0,1,0,0,1,0
ENSG00000280233,0,0,0,1,0,0
ENSG00000280234,0,0,0,0,0,0
ENSG00000280236,0,0,0,0,0,0
ENSG00000280237,13,20,26,11,68,1
ENSG00000280238,0,0,0,0,0,0
ENSG00000280239,11,14,6,9,23,1
ENSG00000280241,7,1,0,0,0,0
ENSG00000280242,0,0,0,0,0,0
ENSG00000280243,0,0,0,0,0,0
ENSG00000280244,0,0,0,0,0,0
ENSG00000280245,0,2,1,1,1,0
ENSG00000280247,8,0,0,0,0,0
ENSG00000280248,0,3,0,0,2,0
ENSG00000280249,0,0,0,0,0,0
ENSG00000280250,0,0,0,0,0,0
ENSG00000280251,0,0,0,0,0,0
ENSG00000280254,1,3,1,1,1,1
ENSG00000280255,5,10,1,1,32,2
ENSG00000280257,0,0,0,0,0,0
ENSG00000280259,0,0,0,0,0,0
ENSG00000280261,0,0,0,0,0,0
ENSG00000280262,0,0,0,0,0,0
ENSG00000280263,0,0,0,0,0,0
ENSG00000280265,0,4,0,0,6,0
ENSG00000280266,0,0,0,0,0,0
ENSG00000280267,0,0,0,0,0,0
ENSG00000280268,0,0,0,0,0,0
ENSG00000280269,2,0,1,0,0,0
ENSG00000280270,1,0,0,0,0,0
ENSG00000280272,0,0,0,0,0,0
ENSG00000280273,1,1,2,2,6,2
ENSG00000280274,1,2,1,0,0,1
ENSG00000280275,0,0,0,0,0,0
ENSG00000280276,0,0,0,0,0,0
ENSG00000280277,0,0,0,0,0,0
ENSG00000280278,1,0,1,0,0,0
ENSG00000280279,39,15,4,5,78,2
ENSG00000280280,0,0,0,0,0,0
ENSG00000280281,0,0,0,0,0,0
ENSG00000280282,0,0,0,0,0,0
ENSG00000280283,0,0,0,0,0,0
ENSG00000280284,0,0,0,0,0,0
ENSG00000280285,0,0,0,0,0,0
ENSG00000280286,0,0,0,0,0,0
ENSG00000280287,28,73,33,36,65,7
ENSG00000280288,0,0,0,0,0,0
ENSG00000280291,0,0,0,0,0,0
ENSG00000280294,0,1,5,2,1,1
ENSG00000280295,0,0,0,0,0,0
ENSG00000280296,1,0,4,0,0,0
ENSG00000280299,0,0,1,0,0,0
ENSG00000280300,0,0,0,0,0,0
ENSG00000280302,3,1,0,2,0,0
ENSG00000280303,11,1,2,6,11,1
ENSG00000280304,2,1,1,1,5,1
ENSG00000280305,0,0,0,0,0,0
ENSG00000280306,0,0,0,0,0,0
ENSG00000280307,0,0,0,0,0,0
ENSG00000280309,0,0,0,0,2,0
ENSG00000280310,4,3,6,0,2,0
ENSG00000280311,0,0,0,0,0,0
ENSG00000280312,0,0,0,0,0,0
ENSG00000280314,0,0,0,0,0,0
ENSG00000280317,0,0,0,0,0,0
ENSG00000280318,0,0,0,0,0,0
ENSG00000280319,0,0,0,0,0,0
ENSG00000280320,0,0,0,1,0,0
ENSG00000280321,0,0,0,0,0,0
ENSG00000280322,0,0,0,0,0,0
ENSG00000280323,2,0,5,2,1,0
ENSG00000280325,18,18,17,5,0,0
ENSG00000280326,0,0,0,0,0,0
ENSG00000280327,3,5,3,4,23,8
ENSG00000280330,1,1,5,7,0,0
ENSG00000280331,2,1,1,0,0,0
ENSG00000280332,16,9,7,3,34,3
ENSG00000280333,0,0,0,0,0,0
ENSG00000280334,0,0,0,0,0,0
ENSG00000280335,0,0,0,0,0,0
ENSG00000280336,0,0,0,0,0,0
ENSG00000280337,0,0,0,0,0,0
ENSG00000280338,0,0,0,0,0,0
ENSG00000280339,9,19,14,8,13,8
ENSG00000280340,0,0,0,0,0,0
ENSG00000280341,1,0,1,0,0,0
ENSG00000280344,0,0,0,0,0,0
ENSG00000280345,0,0,0,0,0,0
ENSG00000280346,0,0,0,0,0,0
ENSG00000280347,120,78,48,46,120,30
ENSG00000280348,0,0,0,0,0,0
ENSG00000280349,0,0,0,0,0,0
ENSG00000280350,0,0,0,0,0,0
ENSG00000280351,11,12,6,6,7,3
ENSG00000280352,0,1,0,0,1,0
ENSG00000280353,0,1,0,0,2,0
ENSG00000280354,0,0,0,0,0,0
ENSG00000280355,26,26,5,6,27,3
ENSG00000280356,0,0,0,0,0,0
ENSG00000280357,0,0,0,0,0,0
ENSG00000280359,0,0,0,0,0,0
ENSG00000280360,0,0,0,0,0,0
ENSG00000280362,0,1,0,0,0,0
ENSG00000280364,0,0,0,0,0,0
ENSG00000280365,0,0,0,0,0,0
ENSG00000280366,0,0,0,0,0,0
ENSG00000280367,1,8,2,0,8,1
ENSG00000280368,0,0,0,0,0,0
ENSG00000280369,0,0,0,0,0,0
ENSG00000280371,0,0,0,0,0,0
ENSG00000280372,0,0,0,0,0,0
ENSG00000280373,0,0,0,0,0,0
ENSG00000280374,15,3,9,3,10,3
ENSG00000280375,0,0,0,0,0,0
ENSG00000280376,0,0,0,0,1,0
ENSG00000280377,0,0,0,0,0,0
ENSG00000280378,2,11,7,4,28,6
ENSG00000280379,0,0,0,0,0,0
ENSG00000280380,0,0,0,0,0,0
ENSG00000280381,0,1,0,0,2,0
ENSG00000280382,0,1,0,0,0,0
ENSG00000280383,9,2,6,7,12,8
ENSG00000280384,1,2,1,0,6,0
ENSG00000280385,3,0,0,0,0,0
ENSG00000280387,1,1,1,1,5,0
ENSG00000280388,2,2,0,0,5,0
ENSG00000280390,0,0,0,0,0,0
ENSG00000280392,0,0,0,0,0,0
ENSG00000280393,0,0,0,0,0,0
ENSG00000280394,0,0,0,1,0,0
ENSG00000280395,0,0,0,0,0,0
ENSG00000280396,0,0,0,0,0,0
ENSG00000280397,0,0,0,0,0,0
ENSG00000280398,0,0,0,0,0,0
ENSG00000280399,1,0,0,1,1,0
ENSG00000280400,0,0,0,0,0,0
ENSG00000280401,9,4,4,2,2,0
ENSG00000280402,8,5,5,2,25,0
ENSG00000280404,0,0,0,0,0,0
ENSG00000280405,0,0,0,0,0,0
ENSG00000280406,0,0,0,0,0,0
ENSG00000280407,3,3,2,0,6,0
ENSG00000280408,0,0,0,0,0,0
ENSG00000280409,6,0,10,0,9,0
ENSG00000280411,50,288,844,604,2072,638
ENSG00000280412,0,0,0,0,0,0
ENSG00000280414,0,0,0,0,0,0
ENSG00000280415,0,0,0,0,0,0
ENSG00000280416,0,7,1,4,0,0
ENSG00000280417,8,4,6,3,11,6
ENSG00000280418,0,0,0,0,0,0
ENSG00000280419,0,0,0,0,0,0
ENSG00000280420,0,0,0,0,1,0
ENSG00000280422,1,0,0,0,0,0
ENSG00000280423,0,0,0,0,0,0
ENSG00000280424,3,0,0,0,1,0
ENSG00000280425,0,0,0,0,0,0
ENSG00000280426,3,5,0,1,4,2
ENSG00000280429,1,0,1,0,0,0
ENSG00000280430,0,0,0,0,0,0
ENSG00000280431,0,0,2,0,1,0
ENSG00000280432,0,0,0,0,0,0
ENSG00000280433,280,908,728,605,507,578
ENSG00000280434,3,2,6,0,4,0
ENSG00000280435,0,0,0,0,0,0
ENSG00000280436,0,0,0,0,0,0
ENSG00000280438,0,0,0,0,0,0
ENSG00000280439,1,3,1,2,1,5
ENSG00000280440,0,0,0,0,0,0
ENSG00000280441,90,207,209,120,338,97
ENSG00000280443,0,0,0,0,0,0
ENSG00000280444,0,0,0,0,0,0
ENSG00000280445,0,0,0,0,0,0
ENSG00000280446,0,0,0,0,0,0
ENSG00000280449,0,0,0,0,0,0
ENSG00000280450,0,0,0,0,0,0
ENSG00000280451,0,0,0,0,0,0
ENSG00000280453,0,0,0,0,0,0
ENSG00000280454,0,0,0,0,0,0
ENSG00000280455,0,0,0,0,0,0
ENSG00000280457,0,0,0,0,0,0
ENSG00000280466,0,0,0,0,0,0
ENSG00000280474,0,0,0,0,0,0
ENSG00000280485,0,0,0,0,0,0
ENSG00000280486,0,0,0,0,0,1
ENSG00000280494,0,0,0,0,0,0
ENSG00000280496,0,0,0,0,0,0
ENSG00000280498,0,0,0,0,0,0
ENSG00000280502,0,0,0,0,0,0
ENSG00000280511,0,0,0,0,0,0
ENSG00000280515,0,0,0,0,0,0
ENSG00000280537,21,20,11,2,39,2
ENSG00000280543,0,0,0,0,1,0
ENSG00000280551,6,6,1,1,1,0
ENSG00000280554,0,0,0,0,0,0
ENSG00000280560,0,0,0,0,0,0
ENSG00000280561,0,0,0,6,0,0
ENSG00000280571,0,23,0,2,0,0
ENSG00000280580,0,0,0,0,0,0
ENSG00000280587,37,5,12,5,49,4
ENSG00000280594,11,15,2,7,12,11
ENSG00000280604,2,0,1,1,2,1
ENSG00000280607,0,0,0,0,0,0
ENSG00000280614,0,0,0,0,0,0
ENSG00000280620,0,1,0,1,0,0
ENSG00000280623,0,0,0,1,44,0
ENSG00000280634,0,0,0,0,1,0
ENSG00000280636,0,0,0,0,0,0
ENSG00000280639,1,5,0,1,3,0
ENSG00000280646,0,0,0,0,0,0
ENSG00000280649,64,45,57,38,72,61
ENSG00000280650,0,0,0,0,0,0
ENSG00000280655,0,0,0,0,0,0
ENSG00000280660,0,0,0,0,0,0
ENSG00000280665,0,0,0,0,0,0
ENSG00000280670,39,27,14,12,44,9
ENSG00000280683,0,0,0,0,0,0
ENSG00000280693,175,18,154,12,49,63
ENSG00000280703,0,0,0,0,0,0
ENSG00000280704,0,0,0,0,0,0
ENSG00000280707,0,0,0,0,0,0
ENSG00000280709,0,0,0,0,0,0
ENSG00000280710,2,0,0,0,0,0
ENSG00000280711,0,0,0,0,0,0
ENSG00000280719,0,0,0,0,0,0
ENSG00000280721,16,5,8,11,15,8
ENSG00000280725,0,0,0,0,0,0
ENSG00000280734,201,42,249,29,277,29
ENSG00000280739,21,9,9,2,14,10
ENSG00000280744,0,0,0,0,0,0
ENSG00000280752,0,0,0,0,0,0
ENSG00000280757,0,0,0,0,0,0
ENSG00000280758,1,1,0,0,0,0
ENSG00000280767,0,2,0,1,1,0
ENSG00000280773,0,0,0,0,0,0
ENSG00000280776,0,0,0,0,0,0
ENSG00000280778,0,0,1,0,0,1
ENSG00000280780,0,0,0,0,0,0
ENSG00000280789,807,401,371,383,633,548
ENSG00000280798,118,392,154,191,122,125
ENSG00000280799,0,0,0,0,0,0
ENSG00000280800,14,0,30,23,0,82
ENSG00000280809,0,0,2,3,0,1
ENSG00000280828,9,24,2,13,11,0
ENSG00000280832,24,11,9,7,43,14
ENSG00000280836,0,0,0,0,0,0
ENSG00000280837,0,0,0,0,0,0
ENSG00000280850,0,0,0,0,0,0
ENSG00000280852,16,5,6,11,6,4
ENSG00000280870,0,0,1,0,0,0
ENSG00000280878,0,0,0,0,0,0
ENSG00000280881,0,0,0,0,0,0
ENSG00000280890,0,0,0,0,0,0
ENSG00000280893,0,0,9,0,15,0
ENSG00000280894,0,0,0,0,0,0
ENSG00000280904,0,0,0,0,0,0
ENSG00000280913,0,0,3,0,1,0
ENSG00000280916,0,0,0,0,0,0
ENSG00000280920,0,0,0,0,0,0
ENSG00000280924,6,5,4,2,6,0
ENSG00000280927,1,1,0,0,3,0
ENSG00000280936,0,0,0,0,0,0
ENSG00000280953,1,2,0,0,0,0
ENSG00000280958,0,0,0,0,0,0
ENSG00000280961,0,0,0,0,0,0
ENSG00000280968,0,0,0,0,0,0
ENSG00000280969,1,1,0,0,0,0
ENSG00000280987,522,53,659,700,521,424
ENSG00000280989,0,0,0,0,0,0
ENSG00000280991,0,0,0,0,0,0
ENSG00000280997,7,0,0,0,2,0
ENSG00000281000,0,0,0,0,0,0
ENSG00000281005,19,13,12,5,37,10
ENSG00000281008,0,3,1,1,1,4
ENSG00000281010,0,0,0,0,0,0
ENSG00000281016,0,0,0,0,0,0
ENSG00000281021,0,0,0,0,0,0
ENSG00000281026,84,67,112,22,90,9
ENSG00000281028,30,0,0,0,0,0
ENSG00000281039,2,2,0,0,0,0
ENSG00000281058,0,0,0,0,0,0
ENSG00000281072,0,0,0,0,0,0
ENSG00000281087,0,2,4,0,0,0
ENSG00000281091,4,0,1,0,4,3
ENSG00000281097,0,0,0,0,0,0
ENSG00000281100,8,85,16,23,23,33
ENSG00000281103,4,80,18,41,69,78
ENSG00000281106,1,2,22,1,7,0
ENSG00000281112,0,0,0,0,0,0
ENSG00000281113,0,0,0,0,0,0
ENSG00000281120,0,0,0,0,0,0
ENSG00000281128,1,0,0,0,0,0
ENSG00000281131,0,0,0,0,0,0
ENSG00000281133,0,0,0,0,0,0
ENSG00000281156,0,0,0,0,0,0
ENSG00000281159,0,0,0,0,0,0
ENSG00000281160,0,0,0,0,0,0
ENSG00000281162,2,1,7,2,8,1
ENSG00000281167,0,0,0,0,0,0
ENSG00000281179,1,0,27,32,61,143
ENSG00000281181,0,17,0,0,22,0
ENSG00000281183,25,35,9,19,60,1
ENSG00000281186,0,0,2,0,0,0
ENSG00000281189,15,24,10,9,16,6
ENSG00000281195,8,7,1,2,20,0
ENSG00000281196,0,0,0,0,0,0
ENSG00000281202,0,0,0,0,0,0
ENSG00000281207,4,4,1,0,17,0
ENSG00000281219,0,0,0,0,0,0
ENSG00000281228,0,0,0,0,0,0
ENSG00000281248,0,0,0,0,0,0
ENSG00000281264,0,0,0,0,0,0
ENSG00000281269,0,0,0,0,0,0
ENSG00000281295,0,0,0,0,0,0
ENSG00000281311,0,0,0,0,0,0
ENSG00000281327,0,0,0,0,0,0
ENSG00000281332,56,21,53,34,50,6
ENSG00000281333,0,4,2,1,3,3
ENSG00000281344,57,16,15,5,34,2
ENSG00000281347,0,0,0,0,0,1
ENSG00000281348,0,10,0,2,7,2
ENSG00000281357,6,40,9,13,13,14
ENSG00000281358,3,1,9,3,4,3
ENSG00000281365,0,0,0,0,0,0
ENSG00000281369,0,0,0,0,0,0
ENSG00000281371,0,0,0,0,0,0
ENSG00000281376,1,2,0,0,2,0
ENSG00000281379,0,0,0,0,5,0
ENSG00000281383,0,0,0,0,0,0
ENSG00000281386,0,0,0,0,0,0
ENSG00000281392,0,6,0,0,10,0
ENSG00000281394,0,0,0,0,0,0
ENSG00000281398,499,203,194,113,357,63
ENSG00000281404,22,26,13,7,16,4
ENSG00000281406,94,3,130,0,65,2
ENSG00000281420,0,0,0,0,0,0
ENSG00000281426,0,0,0,0,0,0
ENSG00000281450,0,0,0,0,0,0
ENSG00000281453,11,5,24,0,5,0
ENSG00000281460,0,0,0,0,0,0
ENSG00000281468,33,19,34,12,20,6
ENSG00000281469,7,2,1,1,3,0
ENSG00000281473,0,0,0,0,0,0
ENSG00000281477,0,0,0,0,0,0
ENSG00000281490,2,0,0,0,0,0
ENSG00000281491,0,0,0,0,0,0
ENSG00000281501,42,79,4,22,31,81
ENSG00000281516,0,0,0,0,0,0
ENSG00000281530,2,3,0,3,4,0
ENSG00000281538,1,1,3,1,3,3
ENSG00000281548,0,0,0,0,0,0
ENSG00000281550,0,0,0,0,6,2
ENSG00000281560,0,0,0,0,0,0
ENSG00000281566,0,0,0,0,0,0
ENSG00000281571,85,53,44,30,78,72
ENSG00000281591,0,0,0,0,0,0
ENSG00000281593,0,0,0,0,4,0
ENSG00000281613,1,0,0,0,0,0
ENSG00000281627,0,0,0,0,0,0
ENSG00000281641,1,6,6,4,5,4
ENSG00000281649,2068,1459,868,940,2123,860
ENSG00000281652,0,0,0,0,0,0
ENSG00000281655,2,1,0,0,0,0
ENSG00000281664,3,0,0,0,0,0
ENSG00000281691,0,0,0,0,0,0
ENSG00000281692,0,0,0,0,0,0
ENSG00000281696,0,0,0,0,0,0
ENSG00000281706,34,12,7,7,13,5
ENSG00000281708,0,0,0,0,0,0
ENSG00000281710,0,0,0,0,0,0
ENSG00000281720,0,0,0,0,0,0
ENSG00000281721,1,21,3,6,2,96
ENSG00000281731,0,1,0,0,1,0
ENSG00000281732,0,0,0,0,0,0
ENSG00000281741,25,0,7,9,16,4
ENSG00000281756,1,0,2,0,1,0
ENSG00000281769,4,0,0,2,32,0
ENSG00000281772,3,0,0,0,0,0
ENSG00000281778,0,0,0,0,0,0
ENSG00000281780,0,0,0,0,0,0
ENSG00000281808,0,0,0,0,0,0
ENSG00000281809,0,0,0,0,0,0
ENSG00000281825,0,0,0,0,0,0
ENSG00000281831,2,15,1,3,4,3
ENSG00000281832,0,0,0,0,0,0
ENSG00000281842,0,0,0,0,0,0
ENSG00000281849,4,1,0,1,0,0
ENSG00000281852,12,46,29,40,60,42
ENSG00000281856,10,2,5,2,5,10
ENSG00000281859,0,0,0,0,0,0
ENSG00000281863,0,0,0,0,0,0
ENSG00000281880,0,6,0,3,0,15
ENSG00000281883,6,7,1,2,3,1
ENSG00000281887,12,81,0,59,96,88
ENSG00000281896,0,0,0,0,0,0
ENSG00000281903,0,4,3,4,5,1
ENSG00000281904,5,4,1,0,0,2
ENSG00000281909,0,0,0,0,0,0
ENSG00000281910,0,0,0,0,0,0
ENSG00000281912,5,22,10,6,32,12
ENSG00000281920,0,1,3,0,0,0
ENSG00000281938,0,0,0,0,0,0
ENSG00000281941,0,0,0,0,0,0
ENSG00000281955,0,0,0,0,0,0
ENSG00000281958,0,0,0,0,0,0
ENSG00000281961,0,0,0,0,0,0
ENSG00000281969,4,3,0,0,1,0
ENSG00000281974,0,0,0,0,1,0
ENSG00000281990,0,0,14,26,0,1
ENSG00000281991,360,76,304,109,197,99
ENSG00000282012,2,4,75,0,11,8
ENSG00000282021,2,1,0,0,1,0
ENSG00000282022,0,0,0,0,0,0
ENSG00000282024,0,0,0,0,1,0
ENSG00000282033,0,0,0,0,0,0
ENSG00000282034,1370,975,931,727,1366,227
ENSG00000282041,0,0,0,0,0,0
ENSG00000282048,0,0,0,0,0,0
ENSG00000282051,0,0,0,0,0,0
ENSG00000282057,12,1,2,0,0,5
ENSG00000282059,0,0,0,0,0,0
ENSG00000282080,0,0,0,0,0,0
ENSG00000282089,0,0,0,0,0,0
ENSG00000282097,0,0,0,0,0,0
ENSG00000282100,2,2,0,0,0,0
ENSG00000282111,0,0,0,0,0,0
ENSG00000282121,0,0,0,0,0,0
ENSG00000282122,27,432,864,599,3,2
ENSG00000282133,0,0,0,0,0,0
ENSG00000282137,0,0,0,0,0,0
ENSG00000282142,0,0,0,0,0,0
ENSG00000282143,6,3,1,3,8,2
ENSG00000282160,0,0,0,0,0,0
ENSG00000282164,2,14,4,5,11,7
ENSG00000282173,0,0,0,0,0,0
ENSG00000282199,3,1,0,0,0,0
ENSG00000282206,0,0,0,0,0,0
ENSG00000282218,0,0,0,0,0,0
ENSG00000282221,35,19,22,39,16,16
ENSG00000282222,0,0,0,0,0,0
ENSG00000282246,11,7,4,4,0,7
ENSG00000282265,0,0,0,0,0,0
ENSG00000282268,0,0,0,0,0,0
ENSG00000282277,0,0,0,0,0,0
ENSG00000282278,0,0,0,0,0,0
ENSG00000282299,0,0,0,0,0,0
ENSG00000282300,0,0,0,0,0,0
ENSG00000282301,0,5,0,0,15,0
ENSG00000282304,5,0,0,2,0,1
ENSG00000282306,0,0,0,0,0,0
ENSG00000282308,0,0,0,2,0,0
ENSG00000282317,0,0,0,1,0,0
ENSG00000282320,0,0,0,0,0,0
ENSG00000282321,0,0,0,0,0,0
ENSG00000282327,0,0,0,0,0,0
ENSG00000282339,44,11,15,0,83,0
ENSG00000282358,0,0,0,0,0,0
ENSG00000282375,0,0,0,0,0,0
ENSG00000282381,5,0,0,0,0,0
ENSG00000282386,10,4,3,2,10,2
ENSG00000282390,1,0,0,1,1,0
ENSG00000282393,104,35,67,36,81,34
ENSG00000282408,0,0,95,0,0,0
ENSG00000282413,0,0,3,0,0,0
ENSG00000282416,99,14,238,33,224,15
ENSG00000282418,1,0,0,0,0,0
ENSG00000282419,0,1,0,0,0,0
ENSG00000282420,0,0,0,0,0,0
ENSG00000282431,0,0,0,0,0,0
ENSG00000282432,0,0,0,1,0,0
ENSG00000282440,0,0,0,0,0,0
ENSG00000282458,585,411,283,217,1181,395
ENSG00000282478,0,0,0,0,0,0
ENSG00000282499,0,2,0,1,1,0
ENSG00000282501,0,0,0,0,0,0
ENSG00000282502,0,0,0,0,0,0
ENSG00000282508,111,33,33,9,288,8
ENSG00000282511,0,0,0,0,0,0
ENSG00000282520,0,0,0,0,0,0
ENSG00000282527,0,0,0,0,0,0
ENSG00000282535,0,0,0,0,0,0
ENSG00000282542,0,0,0,0,0,0
ENSG00000282556,3,2,22,3,1,4
ENSG00000282564,0,0,0,0,0,0
ENSG00000282572,12,0,0,0,11,0
ENSG00000282591,0,0,0,0,0,0
ENSG00000282599,0,0,0,0,0,0
ENSG00000282600,2,39,65,78,49,61
ENSG00000282602,0,0,0,0,0,0
ENSG00000282608,15,317,55,210,51,295
ENSG00000282625,0,0,0,0,0,0
ENSG00000282639,0,141,154,166,33,12
ENSG00000282651,16,116,50,38,13,7
ENSG00000282668,0,0,0,0,0,0
ENSG00000282686,0,0,0,0,0,0
ENSG00000282692,0,0,0,0,0,0
ENSG00000282697,0,0,0,0,0,0
ENSG00000282718,0,0,0,0,0,0
ENSG00000282728,1,1,0,0,0,0
ENSG00000282732,0,0,0,0,0,0
ENSG00000282738,0,0,0,0,0,0
ENSG00000282740,0,0,0,0,0,0
ENSG00000282742,1,0,0,1,1,0
ENSG00000282757,0,0,0,0,0,0
ENSG00000282759,0,0,0,0,0,0
ENSG00000282772,0,2,1,0,0,0
ENSG00000282780,0,0,0,0,0,0
ENSG00000282785,0,4,0,0,0,0
ENSG00000282787,2,1,0,0,1,1
ENSG00000282793,0,3,1,3,1,0
ENSG00000282798,0,0,0,0,0,0
ENSG00000282804,0,0,0,0,0,0
ENSG00000282807,0,0,0,0,0,0
ENSG00000282815,0,0,0,0,0,0
ENSG00000282816,0,0,0,0,0,0
ENSG00000282826,418,130,135,98,93,240
ENSG00000282828,0,0,0,0,0,0
ENSG00000282834,0,0,0,0,0,0
ENSG00000282836,1,0,0,0,0,0
ENSG00000282840,0,0,0,0,2,0
ENSG00000282842,0,0,0,0,0,0
ENSG00000282843,0,0,0,0,0,0
ENSG00000282849,1,1,0,0,0,0
ENSG00000282850,0,0,0,0,0,0
ENSG00000282851,49,100,99,50,173,26
ENSG00000282852,0,0,0,0,0,0
ENSG00000282855,0,0,0,0,0,0
ENSG00000282859,0,0,0,0,0,0
ENSG00000282860,0,0,0,0,0,0
ENSG00000282863,0,0,0,0,0,0
ENSG00000282864,0,0,0,0,0,0
ENSG00000282865,0,0,0,0,0,0
ENSG00000282870,0,6,1,1,7,4
ENSG00000282872,0,0,0,0,0,0
ENSG00000282875,0,0,0,0,0,0
ENSG00000282876,9,0,2,0,2,3
ENSG00000282879,0,0,0,0,0,0
ENSG00000282881,0,0,0,0,0,0
ENSG00000282882,0,0,0,0,0,0
ENSG00000282885,4,11,2,5,2,7
ENSG00000282886,1,1,0,0,0,2
ENSG00000282887,0,0,0,0,0,0
ENSG00000282890,1,0,5,0,3,0
ENSG00000282894,0,0,0,0,0,0
ENSG00000282897,0,0,0,0,0,0
ENSG00000282898,0,0,0,0,0,0
ENSG00000282904,0,1,0,0,0,0
ENSG00000282906,0,0,0,0,0,0
ENSG00000282907,2,0,0,2,2,2
ENSG00000282909,0,0,0,0,0,0
ENSG00000282911,0,0,0,0,0,0
ENSG00000282912,0,0,0,0,0,0
ENSG00000282914,0,0,0,0,0,0
ENSG00000282915,0,0,0,0,0,0
ENSG00000282916,0,0,0,0,0,0
ENSG00000282917,0,0,0,0,0,0
ENSG00000282921,0,0,0,0,0,0
ENSG00000282924,0,0,0,1,0,0
ENSG00000282925,0,0,0,0,1,0
ENSG00000282927,0,0,0,0,0,0
ENSG00000282933,2,0,0,0,0,0
